Data For Node Id: 6
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
Block Id:7, Parent ID:1, Miner ID:5, Txns:1, Time:593.0684572202647
Block Id:12, Parent ID:7, Miner ID:5, Txns:1, Time:706.1868833766075
Block Id:4, Parent ID:1, Miner ID:2, Txns:1, Time:974.2510244406595
Block Id:29, Parent ID:12, Miner ID:2, Txns:1, Time:3339.826486480294
Block Id:39, Parent ID:29, Miner ID:2, Txns:2, Time:4980.152286573912
Block Id:65, Parent ID:39, Miner ID:2, Txns:4, Time:5290.063545585716
Block Id:102, Parent ID:65, Miner ID:7, Txns:1, Time:6348.870649782254
Block Id:97, Parent ID:65, Miner ID:1, Txns:2, Time:6529.500209230533
Block Id:104, Parent ID:102, Miner ID:7, Txns:19, Time:6734.257312643122
Block Id:146, Parent ID:104, Miner ID:2, Txns:2, Time:7336.251403034162
Block Id:171, Parent ID:146, Miner ID:5, Txns:2, Time:8478.234890415342
Block Id:215, Parent ID:171, Miner ID:1, Txns:2, Time:8901.482793646526
Block Id:249, Parent ID:215, Miner ID:4, Txns:3, Time:9209.597460409277
Block Id:296, Parent ID:249, Miner ID:2, Txns:3, Time:9795.685531864623
Block Id:307, Parent ID:296, Miner ID:2, Txns:3, Time:10087.684299039996
