Data For Node Id: 1
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
Block Id:7, Parent ID:1, Miner ID:5, Txns:1, Time:513.2340226518814
Block Id:12, Parent ID:7, Miner ID:5, Txns:1, Time:652.2216609605421
Block Id:4, Parent ID:1, Miner ID:2, Txns:1, Time:704.0544155968589
Block Id:29, Parent ID:12, Miner ID:2, Txns:1, Time:3072.061266138983
Block Id:39, Parent ID:29, Miner ID:2, Txns:2, Time:4713.538436994152
Block Id:65, Parent ID:39, Miner ID:2, Txns:4, Time:5090.105768059367
Block Id:97, Parent ID:65, Miner ID:1, Txns:2, Time:6193.066715203111
Block Id:102, Parent ID:65, Miner ID:7, Txns:1, Time:6408.739982534868
Block Id:104, Parent ID:102, Miner ID:7, Txns:19, Time:6763.361666393403
Block Id:146, Parent ID:104, Miner ID:2, Txns:2, Time:7082.182417459166
Block Id:171, Parent ID:146, Miner ID:5, Txns:2, Time:8415.180792261543
Block Id:215, Parent ID:171, Miner ID:1, Txns:2, Time:8575.737751383853
Block Id:249, Parent ID:215, Miner ID:4, Txns:3, Time:9156.27308910848
Block Id:296, Parent ID:249, Miner ID:2, Txns:3, Time:9567.622074757364
Block Id:307, Parent ID:296, Miner ID:2, Txns:3, Time:9843.177928170004
