Data For Node Id: 2
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
Block Id:4, Parent ID:1, Miner ID:2, Txns:1, Time:541.7819496975476
Block Id:7, Parent ID:1, Miner ID:5, Txns:1, Time:542.5568349778674
Block Id:12, Parent ID:7, Miner ID:5, Txns:1, Time:660.2694803989702
Block Id:29, Parent ID:12, Miner ID:2, Txns:1, Time:2919.7170141865085
Block Id:39, Parent ID:29, Miner ID:2, Txns:2, Time:4565.775530697494
Block Id:65, Parent ID:39, Miner ID:2, Txns:4, Time:4868.153121726721
Block Id:102, Parent ID:65, Miner ID:7, Txns:1, Time:6379.593625819109
Block Id:97, Parent ID:65, Miner ID:1, Txns:2, Time:6430.400333166777
Block Id:104, Parent ID:102, Miner ID:7, Txns:19, Time:6747.776407034921
Block Id:146, Parent ID:104, Miner ID:2, Txns:2, Time:6904.821676437546
Block Id:171, Parent ID:146, Miner ID:5, Txns:2, Time:8436.820757098674
Block Id:215, Parent ID:171, Miner ID:1, Txns:2, Time:8815.271285948565
Block Id:249, Parent ID:215, Miner ID:4, Txns:3, Time:9178.590537564934
Block Id:296, Parent ID:249, Miner ID:2, Txns:3, Time:9375.77235702686
Block Id:307, Parent ID:296, Miner ID:2, Txns:3, Time:9665.731473907928
