Data For Node Id: 0
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
Block Id:7, Parent ID:1, Miner ID:5, Txns:1, Time:525.0873158461087
Block Id:12, Parent ID:7, Miner ID:5, Txns:1, Time:639.4783075962202
Block Id:4, Parent ID:1, Miner ID:2, Txns:1, Time:797.4052777527297
Block Id:29, Parent ID:12, Miner ID:2, Txns:1, Time:3224.4538523784354
Block Id:39, Parent ID:29, Miner ID:2, Txns:2, Time:4850.321525471741
Block Id:65, Parent ID:39, Miner ID:2, Txns:4, Time:5109.216338927245
Block Id:102, Parent ID:65, Miner ID:7, Txns:1, Time:6210.02844756534
Block Id:104, Parent ID:102, Miner ID:7, Txns:19, Time:6577.45561534
Block Id:97, Parent ID:65, Miner ID:1, Txns:2, Time:6591.549408707342
Block Id:146, Parent ID:104, Miner ID:2, Txns:2, Time:7164.102982497814
Block Id:171, Parent ID:146, Miner ID:5, Txns:2, Time:8417.136386898406
Block Id:215, Parent ID:171, Miner ID:1, Txns:2, Time:8988.422011372417
Block Id:249, Parent ID:215, Miner ID:4, Txns:3, Time:9342.109660858609
Block Id:296, Parent ID:249, Miner ID:2, Txns:3, Time:9644.935327981799
Block Id:307, Parent ID:296, Miner ID:2, Txns:3, Time:9925.506890650415
