Data For Node Id: 9
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
Block Id:7, Parent ID:1, Miner ID:5, Txns:1, Time:465.62840593795966
Block Id:12, Parent ID:7, Miner ID:5, Txns:1, Time:593.5237408746368
Block Id:4, Parent ID:1, Miner ID:2, Txns:1, Time:655.9998510416866
Block Id:29, Parent ID:12, Miner ID:2, Txns:1, Time:3031.2083718905833
Block Id:39, Parent ID:29, Miner ID:2, Txns:2, Time:4684.089177213458
Block Id:65, Parent ID:39, Miner ID:2, Txns:4, Time:5057.155737644077
Block Id:97, Parent ID:65, Miner ID:1, Txns:2, Time:6367.641733374013
Block Id:102, Parent ID:65, Miner ID:7, Txns:1, Time:6370.297758086145
Block Id:104, Parent ID:102, Miner ID:7, Txns:19, Time:6718.293803396903
Block Id:146, Parent ID:104, Miner ID:2, Txns:2, Time:7040.633356514029
Block Id:171, Parent ID:146, Miner ID:5, Txns:2, Time:8407.583192784492
Block Id:215, Parent ID:171, Miner ID:1, Txns:2, Time:8748.39135538732
Block Id:249, Parent ID:215, Miner ID:4, Txns:3, Time:9120.41256525552
Block Id:296, Parent ID:249, Miner ID:2, Txns:3, Time:9503.210591827052
Block Id:307, Parent ID:296, Miner ID:2, Txns:3, Time:9791.05442806123
