Data For Node Id: 5
Block Id:1, Parent ID:None, Miner ID:None, Txns:0, Time:0
Block Id:7, Parent ID:1, Miner ID:5, Txns:1, Time:288.276119643976
Block Id:12, Parent ID:7, Miner ID:5, Txns:1, Time:425.50484679199326
Block Id:4, Parent ID:1, Miner ID:2, Txns:1, Time:679.8101251377591
Block Id:29, Parent ID:12, Miner ID:2, Txns:1, Time:3055.5560327333574
Block Id:39, Parent ID:29, Miner ID:2, Txns:2, Time:4702.228286386091
Block Id:65, Parent ID:39, Miner ID:2, Txns:4, Time:5004.440742704222
Block Id:102, Parent ID:65, Miner ID:7, Txns:1, Time:6432.446466551996
Block Id:97, Parent ID:65, Miner ID:1, Txns:2, Time:6567.367749125041
Block Id:104, Parent ID:102, Miner ID:7, Txns:19, Time:6800.215034216558
Block Id:146, Parent ID:104, Miner ID:2, Txns:2, Time:7040.834006596397
Block Id:171, Parent ID:146, Miner ID:5, Txns:2, Time:8182.336169763418
Block Id:215, Parent ID:171, Miner ID:1, Txns:2, Time:8953.009542031008
Block Id:249, Parent ID:215, Miner ID:4, Txns:3, Time:9124.46360723747
Block Id:296, Parent ID:249, Miner ID:2, Txns:3, Time:9511.626898562296
Block Id:307, Parent ID:296, Miner ID:2, Txns:3, Time:9801.972518695577
